city,date,PRCP,SNOW,TMAX,TMIN
charlotte,2004-01-01,0.01,0,29,59
charlotte,2004-01-02,0,0,32,61
charlotte,2004-01-03,0,0,38,67
charlotte,2004-01-04,0,0,49,70
charlotte,2004-01-05,0.08,0,50,72
charlotte,2004-01-06,0.08,0,44,64
charlotte,2004-01-07,0.08,0,30,53
charlotte,2004-01-08,0,0,22,43
charlotte,2004-01-09,0.03,0.1,24,40
charlotte,2004-01-10,0.03,0.1,25,38
charlotte,2004-01-11,0.03,0.1,23,38
charlotte,2004-01-12,0,0,24,45
charlotte,2004-01-13,0,0,27,53
charlotte,2004-01-14,0,0,30,58
charlotte,2004-01-15,0,0,30,57
charlotte,2004-01-16,0,0,30,54
charlotte,2004-01-17,0.02,0,31,53
charlotte,2004-01-18,0.08,0,33,52
charlotte,2004-01-19,0.08,0,32,50
charlotte,2004-01-20,0.06,0,28,46
charlotte,2004-01-21,0,0,23,44
charlotte,2004-01-22,0,0,21,48
charlotte,2004-01-23,0,0,21,50
charlotte,2004-01-24,0,0,25,56
charlotte,2004-01-25,0.11,0.33,25,53
charlotte,2004-01-26,0.11,0.33,25,46
charlotte,2004-01-27,0.11,0.33,22,36
charlotte,2004-01-28,0,0,23,34
charlotte,2004-01-29,0,0,23,43
charlotte,2004-01-30,0,0,25,50
charlotte,2004-01-31,0,0,25,51
charlotte,2004-02-01,0,0,26,49
charlotte,2004-02-02,0.09,0,23,45
charlotte,2004-02-03,0.17,0,26,44
charlotte,2004-02-04,0.17,0,26,46
charlotte,2004-02-05,0.1,0,28,45
charlotte,2004-02-06,0.43,0,29,45
charlotte,2004-02-07,0.43,0,31,46
charlotte,2004-02-08,0.42,0,29,47
charlotte,2004-02-09,0,0,27,47
charlotte,2004-02-10,0,0,27,46
charlotte,2004-02-11,0,0,31,49
charlotte,2004-02-12,0.15,0,32,50
charlotte,2004-02-13,0.15,0,31,52
charlotte,2004-02-14,0.2,0,33,50
charlotte,2004-02-15,0.09,0,33,50
charlotte,2004-02-16,0.09,0,34,45
charlotte,2004-02-17,0.05,0,30,43
charlotte,2004-02-18,0,0,27,46
charlotte,2004-02-19,0,0,25,54
charlotte,2004-02-20,0,0,27,62
charlotte,2004-02-21,0,0,32,65
charlotte,2004-02-22,0,0,34,63
charlotte,2004-02-23,0.01,0,34,59
charlotte,2004-02-24,0.01,0,35,56
charlotte,2004-02-25,0.01,0,38,54
charlotte,2004-02-26,0.28,3.87,37,50
charlotte,2004-02-27,0.32,4.4,31,44
charlotte,2004-02-28,0.32,4.4,26,46
charlotte,2004-02-29,0.04,0.53,24,51
charlotte,2004-03-01,0,0,26,59
charlotte,2004-03-02,0,0,36,65
charlotte,2004-03-03,0,0,45,70
charlotte,2004-03-04,0,0,53,76
charlotte,2004-03-05,0,0,54,77
charlotte,2004-03-06,0,0,57,77
charlotte,2004-03-07,0,0,53,75
charlotte,2004-03-08,0,0,47,68
charlotte,2004-03-09,0.02,0,38,60
charlotte,2004-03-10,0.02,0,33,52
charlotte,2004-03-11,0.02,0,28,55
charlotte,2004-03-12,0,0,30,61
charlotte,2004-03-13,0,0,34,64
charlotte,2004-03-14,0,0,39,65
charlotte,2004-03-15,0.05,0,44,64
charlotte,2004-03-16,0.07,0,48,67
charlotte,2004-03-17,0.07,0,48,65
charlotte,2004-03-18,0.06,0,43,63
charlotte,2004-03-19,0.04,0,39,62
charlotte,2004-03-20,0.08,0,39,65
charlotte,2004-03-21,0.04,0,38,68
charlotte,2004-03-22,0.04,0,34,61
charlotte,2004-03-23,0,0,28,56
charlotte,2004-03-24,0,0,27,57
charlotte,2004-03-25,0,0,31,64
charlotte,2004-03-26,0,0,38,72
charlotte,2004-03-27,0,0,44,76
charlotte,2004-03-28,0,0,50,78
charlotte,2004-03-29,0,0,50,76
charlotte,2004-03-30,0.06,0,49,67
charlotte,2004-03-31,0.37,0,44,61
charlotte,2004-04-01,0.37,0,42,59
charlotte,2004-04-02,0.31,0,40,60
charlotte,2004-04-03,0,0,38,63
charlotte,2004-04-04,0,0,37,63
charlotte,2004-04-05,0,0,34,64
charlotte,2004-04-06,0,0,33,64
charlotte,2004-04-07,0,0,34,70
charlotte,2004-04-08,0,0,40,73
charlotte,2004-04-09,0,0,46,75
charlotte,2004-04-10,0,0,49,74
charlotte,2004-04-11,0.05,0,49,74
charlotte,2004-04-12,0.18,0,49,66
charlotte,2004-04-13,0.38,0,47,64
charlotte,2004-04-14,0.33,0,43,60
charlotte,2004-04-15,0.19,0,40,67
charlotte,2004-04-16,0,0,39,69
charlotte,2004-04-17,0,0,41,77
charlotte,2004-04-18,0,0,46,81
charlotte,2004-04-19,0,0,50,84
charlotte,2004-04-20,0,0,53,84
charlotte,2004-04-21,0,0,55,83
charlotte,2004-04-22,0,0,55,82
charlotte,2004-04-23,0,0,56,83
charlotte,2004-04-24,0,0,56,84
charlotte,2004-04-25,0,0,59,84
charlotte,2004-04-26,0.05,0,58,78
charlotte,2004-04-27,0.05,0,53,73
charlotte,2004-04-28,0.05,0,44,69
charlotte,2004-04-29,0,0,40,72
charlotte,2004-04-30,0.02,0,44,75
charlotte,2004-05-01,0.15,0,53,77
charlotte,2004-05-02,0.61,0,59,78
charlotte,2004-05-03,0.61,0,55,74
charlotte,2004-05-04,0.47,0,46,70
charlotte,2004-05-05,0.02,0,41,70
charlotte,2004-05-06,0,0,45,76
charlotte,2004-05-07,0,0,51,83
charlotte,2004-05-08,0,0,56,86
charlotte,2004-05-09,0.02,0,59,87
charlotte,2004-05-10,0.02,0,61,85
charlotte,2004-05-11,0.02,0,60,84
charlotte,2004-05-12,0.03,0,60,82
charlotte,2004-05-13,0.03,0,60,81
charlotte,2004-05-14,0.03,0,62,80
charlotte,2004-05-15,0,0,61,82
charlotte,2004-05-16,0,0,60,82
charlotte,2004-05-17,0,0,61,83
charlotte,2004-05-18,0,0,61,83
charlotte,2004-05-19,0,0,63,84
charlotte,2004-05-20,0,0,63,85
charlotte,2004-05-21,0,0,64,88
charlotte,2004-05-22,0.01,0,65,91
charlotte,2004-05-23,0.05,0,66,90
charlotte,2004-05-24,0.05,0,66,90
charlotte,2004-05-25,0.04,0,65,90
charlotte,2004-05-26,0.02,0,65,90
charlotte,2004-05-27,0.02,0,65,90
charlotte,2004-05-28,0.06,0,65,89
charlotte,2004-05-29,0.04,0,65,89
charlotte,2004-05-30,0.04,0,66,87
charlotte,2004-05-31,0.16,0,66,85
charlotte,2004-06-01,0.16,0,65,84
charlotte,2004-06-02,0.16,0,63,85
charlotte,2004-06-03,0,0,60,87
charlotte,2004-06-04,0.02,0,60,85
charlotte,2004-06-05,0.02,0,58,83
charlotte,2004-06-06,0.02,0,59,80
charlotte,2004-06-07,0.01,0,60,82
charlotte,2004-06-08,0.14,0,64,82
charlotte,2004-06-09,0.19,0,65,83
charlotte,2004-06-10,0.18,0,66,84
charlotte,2004-06-11,0.05,0,66,87
charlotte,2004-06-12,0,0,67,89
charlotte,2004-06-13,0.29,0,67,84
charlotte,2004-06-14,0.83,0,68,81
charlotte,2004-06-15,0.88,0,69,79
charlotte,2004-06-16,0.67,0,71,83
charlotte,2004-06-17,0.13,0,71,87
charlotte,2004-06-18,0.08,0,70,89
charlotte,2004-06-19,0,0,70,90
charlotte,2004-06-20,0,0,69,89
charlotte,2004-06-21,0.31,0,68,84
charlotte,2004-06-22,0.34,0,68,82
charlotte,2004-06-23,0.95,0,68,83
charlotte,2004-06-24,0.69,0,69,86
charlotte,2004-06-25,1.14,0,69,84
charlotte,2004-06-26,0.59,0,69,83
charlotte,2004-06-27,0.55,0,69,81
charlotte,2004-06-28,0.07,0,68,80
charlotte,2004-06-29,0.01,0,66,80
charlotte,2004-06-30,0.01,0,65,81
charlotte,2004-07-01,0.01,0,66,83
charlotte,2004-07-02,0.01,0,68,82
charlotte,2004-07-03,0.14,0,68,82
charlotte,2004-07-04,0.2,0,68,84
charlotte,2004-07-05,0.2,0,68,86
charlotte,2004-07-06,0.06,0,67,90
charlotte,2004-07-07,0,0,68,91
charlotte,2004-07-08,0,0,69,91
charlotte,2004-07-09,0,0,70,90
charlotte,2004-07-10,0.08,0,69,91
charlotte,2004-07-11,0.1,0,69,92
charlotte,2004-07-12,0.11,0,69,91
charlotte,2004-07-13,0.03,0,68,90
charlotte,2004-07-14,0.01,0,69,90
charlotte,2004-07-15,0,0,67,89
charlotte,2004-07-16,0,0,64,87
charlotte,2004-07-17,1.38,0,61,86
charlotte,2004-07-18,1.38,0,63,85
charlotte,2004-07-19,1.38,0,65,86
charlotte,2004-07-20,0,0,66,86
charlotte,2004-07-21,0,0,65,87
charlotte,2004-07-22,0,0,66,89
charlotte,2004-07-23,0,0,68,90
charlotte,2004-07-24,0,0,69,90
charlotte,2004-07-25,0,0,70,89
charlotte,2004-07-26,0.04,0,70,88
charlotte,2004-07-27,0.4,0,70,86
charlotte,2004-07-28,0.4,0,70,87
charlotte,2004-07-29,0.54,0,70,86
charlotte,2004-07-30,0.19,0,71,87
charlotte,2004-07-31,0.19,0,72,88
charlotte,2004-08-01,0.02,0,72,89
charlotte,2004-08-02,0.02,0,72,89
charlotte,2004-08-03,0.02,0,72,89
charlotte,2004-08-04,0,0,70,89
charlotte,2004-08-05,0.01,0,69,90
charlotte,2004-08-06,0.01,0,65,87
charlotte,2004-08-07,0.01,0,60,83
charlotte,2004-08-08,0,0,55,81
charlotte,2004-08-09,0,0,55,82
charlotte,2004-08-10,0,0,58,84
charlotte,2004-08-11,0,0,62,86
charlotte,2004-08-12,0.75,0,64,82
charlotte,2004-08-13,1.18,0,66,79
charlotte,2004-08-14,1.41,0,64,74
charlotte,2004-08-15,0.68,0,64,74
charlotte,2004-08-16,0.25,0,63,76
charlotte,2004-08-17,0.01,0,63,80
charlotte,2004-08-18,0,0,65,84
charlotte,2004-08-19,0,0,66,86
charlotte,2004-08-20,0,0,67,87
charlotte,2004-08-21,0.19,0,67,88
charlotte,2004-08-22,0.19,0,67,84
charlotte,2004-08-23,0.19,0,67,83
charlotte,2004-08-24,0,0,67,83
charlotte,2004-08-25,0,0,67,85
charlotte,2004-08-26,0,0,67,85
charlotte,2004-08-27,0,0,66,86
charlotte,2004-08-28,0,0,67,88
charlotte,2004-08-29,0.12,0,67,85
charlotte,2004-08-30,0.13,0,69,85
charlotte,2004-08-31,0.16,0,69,82
charlotte,2004-09-01,0.04,0,69,85
charlotte,2004-09-02,0.03,0,68,83
charlotte,2004-09-03,0,0,65,83
charlotte,2004-09-04,0,0,64,82
charlotte,2004-09-05,0,0,64,83
charlotte,2004-09-06,0.02,0,67,83
charlotte,2004-09-07,0.81,0,70,81
charlotte,2004-09-08,1.14,0,72,80
charlotte,2004-09-09,1.12,0,71,80
charlotte,2004-09-10,0.33,0,68,82
charlotte,2004-09-11,0,0,65,83
charlotte,2004-09-12,0,0,63,83
charlotte,2004-09-13,0,0,63,82
charlotte,2004-09-14,0.01,0,63,81
charlotte,2004-09-15,0.01,0,63,79
charlotte,2004-09-16,0.01,0,65,79
charlotte,2004-09-17,0.38,0,66,78
charlotte,2004-09-18,0.38,0,63,78
charlotte,2004-09-19,0.37,0,57,77
charlotte,2004-09-20,0,0,52,76
charlotte,2004-09-21,0,0,50,75
charlotte,2004-09-22,0,0,50,78
charlotte,2004-09-23,0,0,54,82
charlotte,2004-09-24,0,0,57,84
charlotte,2004-09-25,0,0,59,82
charlotte,2004-09-26,0,0,58,81
charlotte,2004-09-27,0.65,0,59,78
charlotte,2004-09-28,0.77,0,62,79
charlotte,2004-09-29,0.77,0,62,78
charlotte,2004-09-30,0.12,0,60,80
charlotte,2004-10-01,0,0,60,79
charlotte,2004-10-02,0,0,61,80
charlotte,2004-10-03,0.09,0,61,78
charlotte,2004-10-04,0.09,0,59,78
charlotte,2004-10-05,0.09,0,56,77
charlotte,2004-10-06,0,0,54,74
charlotte,2004-10-07,0,0,52,73
charlotte,2004-10-08,0,0,50,72
charlotte,2004-10-09,0,0,51,75
charlotte,2004-10-10,0,0,52,76
charlotte,2004-10-11,0,0,55,75
charlotte,2004-10-12,0,0,54,75
charlotte,2004-10-13,0.11,0,56,74
charlotte,2004-10-14,0.11,0,55,74
charlotte,2004-10-15,0.11,0,53,70
charlotte,2004-10-16,0,0,47,68
charlotte,2004-10-17,0,0,42,68
charlotte,2004-10-18,0,0,44,70
charlotte,2004-10-19,0,0,50,71
charlotte,2004-10-20,0,0,57,73
charlotte,2004-10-21,0,0,59,70
charlotte,2004-10-22,0,0,58,69
charlotte,2004-10-23,0,0,56,64
charlotte,2004-10-24,0.03,0,54,62
charlotte,2004-10-25,0.03,0,53,65
charlotte,2004-10-26,0.03,0,52,66
charlotte,2004-10-27,0.01,0,54,67
charlotte,2004-10-28,0.01,0,56,63
charlotte,2004-10-29,0.01,0,58,65
charlotte,2004-10-30,0.01,0,60,69
charlotte,2004-10-31,0.01,0,61,76
charlotte,2004-11-01,0,0,61,80
charlotte,2004-11-02,0.01,0,59,80
charlotte,2004-11-03,0.06,0,61,77
charlotte,2004-11-04,0.32,0,59,72
charlotte,2004-11-05,0.31,0,52,68
charlotte,2004-11-06,0.26,0,42,65
charlotte,2004-11-07,0,0,37,67
charlotte,2004-11-08,0,0,39,69
charlotte,2004-11-09,0,0,40,66
charlotte,2004-11-10,0,0,38,62
charlotte,2004-11-11,0,0,36,57
charlotte,2004-11-12,0.17,0,39,57
charlotte,2004-11-13,0.17,0,43,58
charlotte,2004-11-14,0.17,0,41,57
charlotte,2004-11-15,0,0,33,58
charlotte,2004-11-16,0,0,28,57
charlotte,2004-11-17,0,0,30,61
charlotte,2004-11-18,0,0,36,64
charlotte,2004-11-19,0,0,44,69
charlotte,2004-11-20,0.01,0,51,69
charlotte,2004-11-21,0.01,0,53,69
charlotte,2004-11-22,0.02,0,54,68
charlotte,2004-11-23,0.09,0,55,68
charlotte,2004-11-24,0.33,0,57,67
charlotte,2004-11-25,0.34,0,49,65
charlotte,2004-11-26,0.27,0,38,61
charlotte,2004-11-27,0.21,0,28,54
charlotte,2004-11-28,0.18,0,32,54
charlotte,2004-11-29,0.18,0,35,55
charlotte,2004-11-30,0,0,37,59
charlotte,2004-12-01,0.04,0,34,59
charlotte,2004-12-02,0.04,0,31,59
charlotte,2004-12-03,0.04,0,30,58
charlotte,2004-12-04,0,0,28,57
charlotte,2004-12-05,0,0,28,58
charlotte,2004-12-06,0.17,0,34,57
charlotte,2004-12-07,0.17,0,42,60
charlotte,2004-12-08,0.17,0,48,62
charlotte,2004-12-09,0.13,0,46,62
charlotte,2004-12-10,0.47,0,45,61
charlotte,2004-12-11,0.47,0,43,57
charlotte,2004-12-12,0.34,0,39,58
charlotte,2004-12-13,0,0,34,54
charlotte,2004-12-14,0,0,29,50
charlotte,2004-12-15,0,0,25,46
charlotte,2004-12-16,0,0,21,44
charlotte,2004-12-17,0,0,21,49
charlotte,2004-12-18,0,0,24,54
charlotte,2004-12-19,0,0,24,53
charlotte,2004-12-20,0,0,19,46
charlotte,2004-12-21,0,0,18,45
charlotte,2004-12-22,0,0,20,49
charlotte,2004-12-23,0.23,0,28,61
charlotte,2004-12-24,0.23,0,31,55
charlotte,2004-12-25,0.23,0,31,47
charlotte,2004-12-26,0,0,28,38
charlotte,2004-12-27,0,0,26,40
charlotte,2004-12-28,0,0,24,43
charlotte,2004-12-29,0,0,24,48
charlotte,2004-12-30,0,0,30,56
charlotte,2004-12-31,0,0,35,62
charlotte,2005-01-01,0,0,39,66
charlotte,2005-01-02,0,0,39,66
charlotte,2005-01-03,0,0,41,69
charlotte,2005-01-04,0,0,44,70
charlotte,2005-01-05,0,0,49,71
charlotte,2005-01-06,0,0,53,70
charlotte,2005-01-07,0,0,51,67
charlotte,2005-01-08,0,0,50,67
charlotte,2005-01-09,0,0,45,64
charlotte,2005-01-10,0,0,42,65
charlotte,2005-01-11,0,0,39,63
charlotte,2005-01-12,0,0,41,68
charlotte,2005-01-13,0.01,0,49,70
charlotte,2005-01-14,0.37,0,48,71
charlotte,2005-01-15,0.37,0,43,62
charlotte,2005-01-16,0.36,0,33,53
charlotte,2005-01-17,0,0,28,42
charlotte,2005-01-18,0,0,23,38
charlotte,2005-01-19,0,0,18,34
charlotte,2005-01-20,0,0,18,38
charlotte,2005-01-21,0,0,24,44
charlotte,2005-01-22,0,0,27,44
charlotte,2005-01-23,0,0,24,39
charlotte,2005-01-24,0,0,16,37
charlotte,2005-01-25,0,0,16,44
charlotte,2005-01-26,0,0,22,56
charlotte,2005-01-27,0,0,29,58
charlotte,2005-01-28,0,0,29,51
charlotte,2005-01-29,0.15,0.27,26,38
charlotte,2005-01-30,0.18,0.27,26,35
charlotte,2005-01-31,0.18,0.27,29,39
charlotte,2005-02-01,0.03,0,30,44
charlotte,2005-02-02,0.01,0,28,44
charlotte,2005-02-03,0.2,0,28,41
charlotte,2005-02-04,0.2,0,28,44
charlotte,2005-02-05,0.19,0,30,51
charlotte,2005-02-06,0,0,30,59
charlotte,2005-02-07,0,0,31,62
charlotte,2005-02-08,0,0,35,64
charlotte,2005-02-09,0.01,0,41,63
charlotte,2005-02-10,0.01,0,41,61
charlotte,2005-02-11,0.01,0,34,55
charlotte,2005-02-12,0,0,27,56
charlotte,2005-02-13,0.02,0,26,57
charlotte,2005-02-14,0.1,0,35,59
charlotte,2005-02-15,0.1,0,40,60
charlotte,2005-02-16,0.08,0,47,62
charlotte,2005-02-17,0,0,43,61
charlotte,2005-02-18,0,0,38,59
charlotte,2005-02-19,0,0,31,55
charlotte,2005-02-20,0.07,0,32,53
charlotte,2005-02-21,0.19,0,37,54
charlotte,2005-02-22,0.19,0,41,59
charlotte,2005-02-23,0.12,0,41,64
charlotte,2005-02-24,0.14,0,40,63
charlotte,2005-02-25,0.14,0,37,57
charlotte,2005-02-26,0.14,0,33,53
charlotte,2005-02-27,0.16,0,32,53
charlotte,2005-02-28,0.34,0,32,50
charlotte,2005-03-01,0.34,0,33,47
charlotte,2005-03-02,0.19,0,29,46
charlotte,2005-03-03,0,0,25,49
charlotte,2005-03-04,0,0,22,54
charlotte,2005-03-05,0,0,28,61
charlotte,2005-03-06,0,0,30,64
charlotte,2005-03-07,0.04,0,33,68
charlotte,2005-03-08,0.23,0,29,63
charlotte,2005-03-09,0.23,0,28,58
charlotte,2005-03-10,0.19,0,26,52
charlotte,2005-03-11,0,0,29,55
charlotte,2005-03-12,0,0,30,64
charlotte,2005-03-13,0,0,38,71
charlotte,2005-03-14,0.06,0,39,68
charlotte,2005-03-15,0.06,0,40,62
charlotte,2005-03-16,0.33,0,36,52
charlotte,2005-03-17,0.31,0,35,48
charlotte,2005-03-18,0.31,0,33,49
charlotte,2005-03-19,0.05,0,30,52
charlotte,2005-03-20,0,0,31,62
charlotte,2005-03-21,0,0,35,63
charlotte,2005-03-22,0.2,0,39,63
charlotte,2005-03-23,0.39,0,45,64
charlotte,2005-03-24,0.39,0,45,67
charlotte,2005-03-25,0.19,0,47,71
charlotte,2005-03-26,0,0,47,67
charlotte,2005-03-27,0.23,0,49,63
charlotte,2005-03-28,0.62,0,50,61
charlotte,2005-03-29,0.62,0,47,67
charlotte,2005-03-30,0.39,0,46,74
charlotte,2005-03-31,0.15,0,48,74
charlotte,2005-04-01,0.15,0,51,69
charlotte,2005-04-02,0.18,0,50,63
charlotte,2005-04-03,0.04,0,47,64
charlotte,2005-04-04,0.04,0,43,68
charlotte,2005-04-05,0,0,42,76
charlotte,2005-04-06,0,0,45,79
charlotte,2005-04-07,0.03,0,52,76
charlotte,2005-04-08,0.04,0,57,72
charlotte,2005-04-09,0.05,0,58,70
charlotte,2005-04-10,0.02,0,51,73
charlotte,2005-04-11,0,0,47,77
charlotte,2005-04-12,0.35,0,46,76
charlotte,2005-04-13,0.6,0,47,67
charlotte,2005-04-14,0.68,0,46,62
charlotte,2005-04-15,0.32,0,44,61
charlotte,2005-04-16,0.07,0,41,66
charlotte,2005-04-17,0,0,37,68
charlotte,2005-04-18,0,0,36,73
charlotte,2005-04-19,0,0,41,78
charlotte,2005-04-20,0,0,47,82
charlotte,2005-04-21,0,0,50,83
charlotte,2005-04-22,0.11,0,53,82
charlotte,2005-04-23,0.11,0,51,78
charlotte,2005-04-24,0.11,0,47,68
charlotte,2005-04-25,0,0,38,63
charlotte,2005-04-26,0.01,0,40,60
charlotte,2005-04-27,0.02,0,41,64
charlotte,2005-04-28,0.02,0,43,65
charlotte,2005-04-29,0.01,0,44,70
charlotte,2005-04-30,0.11,0,49,71
charlotte,2005-05-01,0.2,0,52,72
charlotte,2005-05-02,0.2,0,50,70
charlotte,2005-05-03,0.09,0,45,69
charlotte,2005-05-04,0,0,46,69
charlotte,2005-05-05,0.01,0,48,66
charlotte,2005-05-06,0.02,0,48,67
charlotte,2005-05-07,0.02,0,46,69
charlotte,2005-05-08,0.02,0,47,77
charlotte,2005-05-09,0,0,50,82
charlotte,2005-05-10,0.08,0,55,83
charlotte,2005-05-11,0.08,0,56,83
charlotte,2005-05-12,0.34,0,56,85
charlotte,2005-05-13,0.28,0,58,80
charlotte,2005-05-14,0.28,0,61,79
charlotte,2005-05-15,0.14,0,62,74
charlotte,2005-05-16,0.12,0,58,76
charlotte,2005-05-17,0.12,0,56,75
charlotte,2005-05-18,0,0,56,77
charlotte,2005-05-19,0,0,58,79
charlotte,2005-05-20,0.15,0,58,77
charlotte,2005-05-21,0.15,0,56,75
charlotte,2005-05-22,0.15,0,54,74
charlotte,2005-05-23,0,0,56,78
charlotte,2005-05-24,0,0,56,79
charlotte,2005-05-25,0,0,53,78
charlotte,2005-05-26,0,0,48,76
charlotte,2005-05-27,0,0,49,78
charlotte,2005-05-28,0,0,52,80
charlotte,2005-05-29,0,0,52,80
charlotte,2005-05-30,0.06,0,54,76
charlotte,2005-05-31,0.06,0,55,75
charlotte,2005-06-01,0.37,0,58,72
charlotte,2005-06-02,0.61,0,59,71
charlotte,2005-06-03,0.61,0,60,69
charlotte,2005-06-04,0.3,0,62,74
charlotte,2005-06-05,0,0,63,82
charlotte,2005-06-06,0,0,65,88
charlotte,2005-06-07,0.2,0,65,89
charlotte,2005-06-08,0.48,0,65,88
charlotte,2005-06-09,0.59,0,66,88
charlotte,2005-06-10,0.43,0,68,86
charlotte,2005-06-11,0.15,0,70,85
charlotte,2005-06-12,0.04,0,70,84
charlotte,2005-06-13,0.04,0,71,85
charlotte,2005-06-14,0.04,0,72,87
charlotte,2005-06-15,0.04,0,71,89
charlotte,2005-06-16,0,0,68,89
charlotte,2005-06-17,0,0,65,86
charlotte,2005-06-18,0.01,0,63,84
charlotte,2005-06-19,0.37,0,62,81
charlotte,2005-06-20,0.38,0,61,80
charlotte,2005-06-21,0.37,0,60,79
charlotte,2005-06-22,0.01,0,60,82
charlotte,2005-06-23,0,0,62,84
charlotte,2005-06-24,0,0,64,86
charlotte,2005-06-25,0,0,66,86
charlotte,2005-06-26,0.12,0,66,85
charlotte,2005-06-27,0.74,0,67,86
charlotte,2005-06-28,1.08,0,68,83
charlotte,2005-06-29,0.96,0,69,83
charlotte,2005-06-30,0.34,0,69,84
charlotte,2005-07-01,0,0,69,89
charlotte,2005-07-02,0,0,68,90
charlotte,2005-07-03,0,0,68,88
charlotte,2005-07-04,0,0,69,86
charlotte,2005-07-05,0,0,70,86
charlotte,2005-07-06,0,0,70,87
charlotte,2005-07-07,0.17,0,69,87
charlotte,2005-07-08,0.17,0,67,86
charlotte,2005-07-09,0.17,0,66,88
charlotte,2005-07-10,0,0,66,88
charlotte,2005-07-11,0.06,0,69,88
charlotte,2005-07-12,0.07,0,72,88
charlotte,2005-07-13,0.07,0,72,88
charlotte,2005-07-14,0.02,0,71,87
charlotte,2005-07-15,0.01,0,70,87
charlotte,2005-07-16,0.01,0,71,86
charlotte,2005-07-17,0,0,71,88
charlotte,2005-07-18,0,0,73,89
charlotte,2005-07-19,0,0,73,92
charlotte,2005-07-20,0,0,72,93
charlotte,2005-07-21,0,0,72,93
charlotte,2005-07-22,0,0,71,94
charlotte,2005-07-23,0,0,71,94
charlotte,2005-07-24,0,0,70,93
charlotte,2005-07-25,0,0,69,93
charlotte,2005-07-26,0,0,70,95
charlotte,2005-07-27,0,0,71,99
charlotte,2005-07-28,0.25,0,72,98
charlotte,2005-07-29,0.41,0,71,90
charlotte,2005-07-30,0.75,0,70,82
charlotte,2005-07-31,0.51,0,70,77
charlotte,2005-08-01,0.35,0,70,80
charlotte,2005-08-02,0.01,0,69,84
charlotte,2005-08-03,0,0,67,89
charlotte,2005-08-04,0,0,67,91
charlotte,2005-08-05,0,0,68,92
charlotte,2005-08-06,0,0,68,91
charlotte,2005-08-07,0.03,0,69,88
charlotte,2005-08-08,0.34,0,69,86
charlotte,2005-08-09,0.4,0,71,85
charlotte,2005-08-10,0.37,0,71,85
charlotte,2005-08-11,0.06,0,71,88
charlotte,2005-08-12,0.02,0,70,90
charlotte,2005-08-13,0.02,0,70,92
charlotte,2005-08-14,0.02,0,71,92
charlotte,2005-08-15,0,0,71,92
charlotte,2005-08-16,0.03,0,72,93
charlotte,2005-08-17,0.03,0,71,92
charlotte,2005-08-18,0.04,0,72,88
charlotte,2005-08-19,0.02,0,72,88
charlotte,2005-08-20,0.02,0,73,90
charlotte,2005-08-21,0,0,73,94
charlotte,2005-08-22,0,0,72,94
charlotte,2005-08-23,0.17,0,71,91
charlotte,2005-08-24,0.17,0,71,87
charlotte,2005-08-25,0.17,0,69,85
charlotte,2005-08-26,0,0,68,84
charlotte,2005-08-27,0,0,65,85
charlotte,2005-08-28,0,0,65,86
charlotte,2005-08-29,0,0,67,88
charlotte,2005-08-30,0.03,0,71,88
charlotte,2005-08-31,0.03,0,72,89
charlotte,2005-09-01,0.03,0,70,89
charlotte,2005-09-02,0,0,66,89
charlotte,2005-09-03,0,0,63,88
charlotte,2005-09-04,0,0,63,88
charlotte,2005-09-05,0,0,62,86
charlotte,2005-09-06,0,0,61,84
charlotte,2005-09-07,0,0,59,82
charlotte,2005-09-08,0,0,59,83
charlotte,2005-09-09,0,0,58,85
charlotte,2005-09-10,0,0,58,86
charlotte,2005-09-11,0,0,59,86
charlotte,2005-09-12,0,0,59,86
charlotte,2005-09-13,0,0,60,86
charlotte,2005-09-14,0,0,63,86
charlotte,2005-09-15,0,0,67,88
charlotte,2005-09-16,0.04,0,68,90
charlotte,2005-09-17,0.04,0,66,91
charlotte,2005-09-18,0.04,0,65,91
charlotte,2005-09-19,0,0,64,91
charlotte,2005-09-20,0,0,65,91
charlotte,2005-09-21,0,0,66,91
charlotte,2005-09-22,0,0,67,90
charlotte,2005-09-23,0,0,66,90
charlotte,2005-09-24,0.02,0,65,90
charlotte,2005-09-25,0.02,0,66,88
charlotte,2005-09-26,0.02,0,68,84
charlotte,2005-09-27,0,0,68,82
charlotte,2005-09-28,0,0,65,82
charlotte,2005-09-29,0.06,0,63,84
charlotte,2005-09-30,0.06,0,62,80
charlotte,2005-10-01,0.06,0,61,80
charlotte,2005-10-02,0,0,61,79
charlotte,2005-10-03,0,0,60,82
charlotte,2005-10-04,0,0,60,82
charlotte,2005-10-05,0,0,61,83
charlotte,2005-10-06,0.66,0,65,79
charlotte,2005-10-07,1.35,0,68,77
charlotte,2005-10-08,1.38,0,68,76
charlotte,2005-10-09,0.72,0,65,75
charlotte,2005-10-10,0.12,0,63,72
charlotte,2005-10-11,0.18,0,62,69
charlotte,2005-10-12,0.18,0,62,69
charlotte,2005-10-13,0.08,0,61,72
charlotte,2005-10-14,0,0,58,76
charlotte,2005-10-15,0,0,54,78
charlotte,2005-10-16,0,0,51,77
charlotte,2005-10-17,0,0,46,74
charlotte,2005-10-18,0,0,44,74
charlotte,2005-10-19,0,0,45,77
charlotte,2005-10-20,0,0,50,82
charlotte,2005-10-21,0,0,54,82
